token,count
ahnherr,1
ahnherrn,1
ahnt,1
ahnte,4
ahnten,1
ahntest,1
ahnung,9
ahnungsvoll,2
ahogando,1
ahogarte,2
ahogasen,1
ahora,35
ahorita,1
ahorn,2
ahoy,10
ahriman,3
ahron,1
ahs,1
ahuramazda,1
ahuri,2
ahve,1
ai,83
aia,4
aiblins,2
aid,189
aida,1
aide,17
aided,25
aider,2
aides,3
aiding,8
aids,10
aie,4
aient,6
aies,2
aietes,88
aieul,1
aieule,1
aiez,3
aig,3
aigburth,1
aigle,10
aiglette,1
aigline,1
aigres,1
aigrette,4
aigrettes,1
aigs,1
aigues,1
aikin,4
aile,2
ailed,3
ailes,4
ailest,1
aileth,3
ailing,6
aille,1
ailleurs,12
ailment,4
ailments,8
ailred,1
ails,14
ailsa,1
aim,85
aima,1
aimable,3
aimables,1
aimait,3
aimant,3
aimatca,1
aime,11
aimed,21
aimee,2
aiment,1
aimer,4
aimes,1
aimez,1
aiming,6
aimless,9
aimlessly,4
aimlessness,1
aimme,1
aims,27
aimwell,3
ain,374
aina,1
aincois,9
aine,2
ainee,2
aines,2
aini,1
ainley,1
ainly,2
ainnee,2
ainsa,4
ainsi,157
ainsint,1
ainsis,2
ainslie,6
aint,7
ainz,21
aipia,1
aipire,2
air,1065
airados,1
airain,1
aircraft,3
aire,18
aired,4
aires,5
airhole,1
airily,6
airin,1
airing,5
airings,1
airnest,1
airs,56
airship,1
airt,1
airth,1
airthir,1
airthquake,1
airy,51
ais,2
aisa,4
aisan,1
aisance,1
aisasia,1
aise,5
aisement,2
aisle,13
aisles,14
aisne,1
aisy,4
ait,13
aitches,1
aium,1
aiust,1
aix,8
aj,3
ajaccio,3
ajalon,1
ajan,1
ajar,9
ajax,7
ajouta,6
ajoutait,3
ajoute,7
ajoutees,1
ajouter,2
ajouterai,1
ajouterent,1
ajoutez,1
ajoutons,1
ak,6
aka,3
akademie,1
akademischen,1
akazien,1
ake,1
akelig,1
akenside,2
aker,3
akermann,1
akers,2
akh,2
akhmin,1
akie,1
akin,16
akink,1
akitto,1
akka,2
akkompagnierte,1
akkorde,1
akt,20
akta,1
akte,1
aktes,3
akts,3
akzent,2
al,224
ala,30
alabama,8
alabare,1
alabarmy,1
alabaster,5
alabone,1
alack,14
alacrity,14
aladdin,1
aladin,1
alados,1
alaeoran,1
alak,1
alamanni,1
alames,1
alamuth,1
aland,1
alane,1
alang,1
alanz,1
alaric,5
alarm,86
alarme,1
alarmed,53
alarming,38
alarms,13
alarums,1
alas,251
alascanus,1
alascensis,1
alaska,14
alaskan,7
alaskian,1
alassent,2
alat,2
alaudidae,1
alaudinus,1
alazann,2
alba,1
alban,4
albanesi,2
albania,1
albanian,1
albanis,1
albano,1
albans,4
albany,27
albatross,5
albatrosses,1
albatrus,1
albeit,20
albemarle,2
albeola,1
albern,5
alberne,4
albernem,1
albernen,2
alberner,1
albernheit,1
albert,97
alberti,2
albertus,1
albi,1
albifrons,1
albina,8
albion,7
albis,1
albolarvatus,1
albon,2
alborota,1
albrecht,5
albs,1
album,20
albumen,1
albums,6
alca,1
alcalde,4
alcali,1
alcalia,1
alcalium,2
alcanzar,1
alcedinidae,1
alcest,215
alcesten,6
alcestens,3
alcestis,74
alcests,2
alchemic,2
alchemist,2
alchemy,3
alchymisten,2
alcibiades,4
alcidae,1
alcides,2
alcmaeon,1
alcmena,4
alcmene,1
alcohol,11
alcohole,3
alcoholic,5
alcoholina,1
alcoran,2
alcott,3
alcove,3
alcoves,1
alcun,1
alcyon,1
alcyone,2
aldborough,1
aldebaran,1
alder,6
alderman,12
aldermanic,2
aldermanns,1
aldermen,7
alderney,7
alders,1
aldersgate,1
aldershot,1
aldfrith,1
aldgate,6
aldine,3
aldon,1
aldus,1
ale,99
alea,1
aleator,1
alec,2
aleck,1
alectos,1
alees,1
alegie,1
alegra,1
alegraba,1
alegrarte,1
alegre,5
alegremente,1
alegres,1
alegria,2
alegro,5
alehouse,9
alehouses,1
alei,1
alein,5
aleins,2
alejaos,1
alejate,1
alejo,3
aleman,1
alemanas,1
alemania,1
alemanni,2
alemany,1
alemena,1
aleppo,6
aler,15
alerent,8
aleret,1
alert,27
alertly,2
alertness,4
ales,4
alessandro,2
aleutian,2
aleuticus,1
alewives,1
alex,1
alexan,1
alexander,78
alexanders,2
alexandra,2
alexandre,5
alexandri,1
alexandria,26
alexandrian,3
alexandrie,3
alexandrien,1
alexandrine,2
alexandthur,1
alexijarmaka,1
alexis,4
alez,10
alf,23
alfabeto,1
alfalfa,10
alfalfar,1
alfanzereien,1
alfieri,1
alfonso,2
alfred,58
alfrede,6
alfredi,19
alfrid,2
alfriston,1
algas,2
algebra,2
algebraic,1
algebraical,1
algebraisten,1
alger,7
algeria,1
algerian,1
algernon,5
algiers,3
algo,5
algoa,2
algol,3
algonquin,1
algun,20
alguna,24
algunas,32
alguno,5
algunos,25
alhoewel,2
ali,8
alia,4
aliam,1
alias,10
alibi,2
alice,47
alick,36
alicujus,1
alien,22
aliena,1
alienate,2
alienated,2
alienates,1
alienation,3
aliener,3
aliens,2
alight,24
alighted,22
alighting,6
alights,2
aligned,1
alii,3
aliis,7
alik,1
alike,110
aliment,2
alimenta,1
alimentan,1
alimentar,1
alimentary,1
alimentiveness,1
aline,6
alinea,1
alingar,2
aliquanto,2
aliquantom,1
aliquantulum,4
aliquid,2
aliquis,1
alisaundre,1
alishang,2
alison,10
alitas,1
alited,1
alites,2
alitis,1
alitmentive,1
aliud,1
alius,1
alive,177
aliveness,2
aliviar,1
alix,1
alkali,1
alkalies,1
alkaline,1
alken,2
alkestis,1
alkmene,1
alkohole,1
alkoven,9
all,12692
alla,12
allabendlich,1
allah,10
allahabad,2
allaient,3
allait,17
allan,20
allanbank,1
allanson,4
allant,2
allard,5
allarmante,1
allarmer,1
allarmes,1
allas,1
allat,1
allata,1
allatis,1
allay,7
allayed,5
allayment,1
allays,2
allbeherrscherin,1
allbums,3
allda,1
allday,1
alldessen,1
alldurchdringend,1
alldurchdrungen,1
alle,477
alledem,3
alledge,3
alledged,3
alledging,1
allee,3
alleen,3
alleenlijk,2
allees,1
allegation,1
allege,1
alleged,26
allegee,1
alleges,3
alleghanies,2
allegheny,1
allegiance,15
alleging,4
allegorical,2
allegorie,1
allegories,2
allegorische,1
allegorischen,1
allegorisches,1
allegorist,1
allegorists,1
allegory,8
allegresse,2
allegri,1
allegro,1
alleguaient,1
allein,224
alleine,2
alleinge,1
alleinherrschers,1
alleluia,1
allem,46
allemagne,7
allemaine,1
allemal,6
alleman,14
allemand,4
allemande,1
allemandes,1
allemands,9
allen,167
allenfalls,1
alleni,1
allenian,1
allenthalben,5
aller,74
allerbeste,1
allerboshaftesten,1
allerdings,3
allerent,2
allerfreunde,1
allerglaenzendste,1
allergnaedigst,1
allergnaedigster,1
allerhand,1
allerkleinste,1
allerlei,10
allerley,2
allerlezten,1
allerliebste,2
allerliebsten,1
allerliebster,2
allerliebstes,3
allermeist,1
allers,16
allerschlimmste,1
allerseitigen,1
allerseits,2
allersinnreichste,1
allersley,1
allersuesste,1
allerton,1
alles,355
allesamt,1
allesvermoegenden,1
alleviate,5
alleviates,1
alleviation,2
alleviations,3
alley,80
alleys,10
allezeit,13
allgegenwaertig,1
allgemein,4
allgemeine,9
allgemeinem,2
allgemeinen,20
allgemeiner,5
allgemeines,3
allhallowmas,1
alli,29
allia,2
alliance,25
alliances,4
allicholy,1
allie,5
allied,18
allies,29
alligant,1
alligator,3
alligators,3
alliteration,1
alliterative,1
allmaechtigen,2
allmaehlich,12
allmaehlig,1
allmost,1
allnaechtlich,1
allocate,1
alloie,1
allois,1
alloit,1
allongent,1
allons,5
allopathic,2
allot,1
allotment,6
allotments,2
allotted,19
alloue,1
allow,186
allowable,5
allowance,29
allowances,4
allowed,269
allowes,1
alloweth,2
allowin,1
allowing,24
allows,21
alloy,6
alloyed,2
alls,4
allspice,1
allston,2
alltaeglichen,1
alltaegliches,1
alltagssatzung,1
allude,28
alluded,41
alludes,13
alluding,8
allumes,1
allure,10
allured,6
allurement,2
allurements,4
allures,2
alluring,9
alluringly,2
allus,2
allusion,33
allusions,16
alluvial,3
allways,1
ally,18
allyd,1
allzeit,1
allzu,15
allzubald,1
allzudienstfertig,1
allzufrueh,1
allzugewissenhaften,1
allzugewoehnlich,1
allzugrossen,1
allzuguetiger,1
allzugut,1
allzuklugen,1
allzulang,1
allzuleicht,1
allzumal,1
allzunah,1
allzurichtig,1
allzusamt,1
allzusehr,2
allzusicher,1
allzuspaet,1
allzuueppigen,1
allzuviel,3
allzuviele,1
allzuwahrhafte,1
allzuwilliges,1
allzuwol,1
allzuzaehen,1
alma,34
almack,3
almae,1
almain,2
almaine,1
almanac,15
almanach,1
almanack,2
almas,2
almes,1
almightie,1
almightiness,2
almighty,50
almirah,3
almoian,1
almond,7
almonds,4
almoner,1
almoran,10
almosen,1
almost,913
almostt,1
alms,26
almshouse,1
almshouses,2
almuerzo,1
alnwick,2
aloe,9
aloft,38
alofte,1
alohi,2
aloient,3
aloit,3
alone,820
along,878
alongside,34
alonso,48
alonzo,11
aloof,15
aloofe,1
aloofness,1
alors,49
alorum,1
alost,1
aloud,91
alow,1
alowed,2
alp,1
alpaca,27
alpen,2
alpes,10
alpestris,3
alph,1
alpha,1
alphabet,36
alphabetical,5
alphabetically,1
alphabetiques,1
alphabetisch,1
alphabets,1
alphagous,1
alpheratz,1
alpheus,1
alphonse,2
alphonso,2
alpibus,1
alpina,1
alpine,17
alpini,1
alps,27
alque,1
alquini,1
alquons,1
alraun,1
alraunen,1
already,547
alrededor,4
alrededores,2
als,1427
alsace,4
alsatia,2
alsatian,2
alsbald,3
alsdann,9
alsdenn,1
alsen,1
also,1499
alsobald,2
alsof,8
alsop,1
alt,39
alta,3
altaeren,1
altamac,1
altan,2
altar,118
altare,5
altarpiece,3
altarpieces,1
altars,25
altas,1
alte,115
altem,2
altemaal,2
alteme,1
alten,128
altenoetting,8
alter,119
altera,1
alteration,27
alterations,17
altercation,1
altere,2
altered,55
altering,4
alterirte,1
altern,1
alternate,16
alternated,1
alternately,15
alternates,2
alternating,1
alternations,2
alternative,20
alternativement,1
alternatives,4
alters,10
altersschwaeche,1
altert,2
alterton,1
alterum,1
altes,17
altfraenkischen,1
altgesell,1
altho,17
although,464
altijd,7
altitood,1
altitude,13
altitudinous,1
altius,1
altivo,1
altklug,1
alto,5
altogeather,6
altogether,175
altogither,1
alton,1
altona,1
altra,2
altresi,6
altruism,1
altruistic,3
alts,3
altstimme,1
altum,1
altura,1
alturas,1
alum,23
alumbrabas,1
alumbrara,1
alumbraras,1
aluminum,1
alumna,1
alumni,1
alumnus,1
aluns,1
alvays,1
alvise,15
alwaies,2
alway,13
alwayes,3
always,1358
alwin,9
alych,3
alza,1
alzadin,1
alzira,1
am,2468
ama,8
amaba,4
amabamos,1
amaban,1
amable,2
amacusa,1
amada,1
amadeo,16
amadeus,3
amadis,1
amado,1
amaimon,2
amain,4
amalasontha,1
amalgamated,2
amalgamating,1
amalgamation,3
amali,1
amalia,9
amama,1
aman,3
amana,1
amanda,1
amande,1
amandus,1
amane,2
amanece,1
amanecer,1
amanecia,2
amanecio,1
amang,3
amani,1
amaniguai,1
amans,1
amant,5
amante,1
amar,7
amaranth,1
amaranthine,1
amaranthus,1
amarga,1
amargas,1
amarguras,1
amarilla,2
amarillas,1
amarillo,2
amarna,1
amarnos,1
amaros,1
amarre,2
amas,2
amasia,1
amasmac,1
amass,4
amassed,4
amassing,2
amaste,1
amastra,1
amasu,1
amat,1
amateur,23
amateurs,8
amatica,1
amative,1
amatory,1
amavit,22
amaz,2
amaze,8
amazed,41
amazedness,1
amazement,56
amazes,1
amazing,31
amazingly,10
amazon,3
amazonen,1
amazonian,1
amazonians,1
amazonin,1
amazons,7
ambacht,1
ambarvalia,1
ambas,1
ambassador,33
ambassadorial,1
ambassadors,13
ambel,1
amber,11
ambergris,1
ambersons,2
ambiance,1
ambicion,3
ambiciona,1
ambiciosas,1
ambigatus,1
ambigufied,1
ambiguities,1
ambiguity,1
ambiguous,9
ambiguously,2
ambio,1
ambitieux,1
ambition,100
ambitions,7
ambitious,54
amblard,1
amble,9
ambled,1
ambling,4
ambo,2
ambos,3
amboss,3
amboy,1
amboyna,5
ambroise,1
ambrose,3
ambrosial,3
ambrosianae,1
ambrosisches,1
ambulance,12
ambulances,6
ambulas,1
ambulatory,1
ambuscade,5
ambuscades,3
ambush,5
ame,69
amedee,1
amedrantarnos,1
ameer,1
ameinnent,2
amelca,1
amelia,23
amelineau,13
ameliorate,1
amelioration,4
amen,147
amena,2
amenable,4
amenager,1
amenait,1
amenaso,2
amenaza,2
amenazador,1
amenazan,1
amenazo,1
amend,9
amenda,1
amendatory,1
amende,2
amended,5
amendement,1
amendes,1
amendment,28
amendmenter,1
amendments,4
amends,13
amene,3
amenee,2
amenemhait,2
amener,1
amenerent,2
amenez,2
amenhotep,1
amenities,7
amenmeses,2
amenophis,2
amenothes,2
amenuisant,1
amenuisie,1
amerced,1
amere,2
amerent,1
amerians,1
america,290
americain,2
americains,2
american,588
americana,7
americanism,10
americans,120
americanus,5
americas,1
amerika,1
amerique,8
ameroie,1
amerongen,1
amertume,1
amerunt,1
ames,20
amesbury,1
amet,22
amethyst,2
amethysts,1
ameto,1
amez,2
amherst,2
ami,22
amiability,7
amiable,93
amiableness,1
amiably,4
amias,1
amibian,1
amica,1
amicable,2
amicably,3
amical,1
amicia,1
amictu,1
amicus,5
amid,172
amidships,2
amidst,92
amie,7
amiens,1
amies,1
amiez,1
amiga,2
amigo,7
amigos,1
amiguita,2
amijenjer,1
amine,112
aminen,14
amintor,1
amiral,2
amis,20
amiss,17
amisse,1
amistie,1
amitie,1
amitti,1
amity,5
amlieh,1
amman,1
amme,29
ammelling,1
ammen,1
ammering,1
ammi,1
ammon,4
ammonia,5
ammoniaci,13
ammoniaco,10
ammoniacum,5
ammount,2
ammunition,32
amnesty,3
amo,6
amoeba,1
amoena,2
amoient,1
amoit,3
amok,1
amollissante,1
amon,3
among,1179
amonge,2
amongest,3
amongst,210
amons,1
amont,1
amontonan,2
amoose,2
amor,29
amorcait,1
amore,2
amorem,1
amores,1
amoret,1
amoretti,3
amorgo,1
amori,1
amorial,1
amoris,2
amorist,1
amorites,1
amorn,4
amorosa,1
amorous,17
amorphous,1
amors,13
amorum,1
amos,2
amount,157
amounted,21
amounting,9
amounts,27
amour,64
amoureuse,1
amoureux,3
amours,4
ampelidae,1
ampelis,3
ampelschein,1
ampersand,1
amperse,1
amph,1
amphaeus,1
amphibians,1
amphibious,5
amphion,1
amphions,1
amphipolis,1
amphiteatrof,2
amphitheatre,11
amphitheatrical,1
amphitrite,1
amphitrites,1
amphitryon,2
amphytrions,1
ampitheatre,1
ampla,1
ample,89
amplian,1
amplify,2
amplifying,1
ampliss,1
amplitude,1
amply,15
ampollas,3
ampuis,2
amputate,4
amputated,8
amputation,5
amputations,3
amr,1
amra,1
amran,1
amsel,2
amseln,1
amshaspands,1
amslerdam,1
amsterdam,9
amt,23
amtes,1
amtiasmin,1
amts,5
amuk,3
amulet,20
amulets,2
amuns,1
amur,3
amurath,4
amusa,1
amuse,39
amused,65
amusement,187
amusements,34
amuses,1
amusin,3
amusing,69
amusingly,2
amusive,5
amxent,2
amy,50
amyclae,2
amyclas,1
amyctis,1
amye,1
an,9637
ana,19
anabaptists,2
anacapri,2
anachronism,4
anachronisms,3
anacleto,1
anacondas,1
anacoreta,1
anacreon,6
anade,5
anaden,1
anadiendo,5
anadir,2
anadira,1
anaemia,3
anaemic,1
anagram,1
anagrams,2
anak,1
anakim,1
analativa,1
analiza,1
analogia,2
analogies,8
analogous,21
analogue,1
analogy,19
analyse,5
analysed,4
analyser,1
analyses,4
analysi,2
analysin,1
analysing,1
analysis,55
analytic,1
analytical,17
analytique,1
analyze,6
analyzed,3
analyzing,3
anan,5
anangashook,1
anangashuk,1
ananhuas,1
ananias,2
ananke,1
ananmac,3
ananmacne,1
ananmactsu,1
ananmancuas,1
ananmase,1
ananmatca,1
ananme,1
ananne,1
anantac,1
anantsu,1
anapaests,1
anarchical,1
anarchie,1
anarchist,2
anarchistic,1
anarchists,5
anarcho,1
anarchy,11
anas,2
anastasia,2
anastasius,2
anat,2
anathema,3
anathemas,1
anathemized,1
anathoth,1
anatidae,1
anatolia,2
anatolian,1
anatolians,1
anatoliko,1
anatomical,8
anatomie,3
anatomist,1
anatomists,1
anatomize,1
anatomy,10
anatum,1
anaxagoras,4
anaximander,1
anazzi,1
anbefohlen,1
anbellte,1
anbeten,4
anbeter,2
anbetung,1
anbieten,1
anbietet,2
anbinden,1
anblick,15
anblickend,2
anblicks,1
anblickte,1
anblik,15
anbot,1
anbringen,1
anbruch,2
ance,6
ancele,1
ancessi,1
ancestor,5
ancestors,53
ancestral,10
ancestrally,1
ancestry,5
ancetres,3
anchises,2
anchor,52
anchorage,3
anchored,14
anchoress,1
anchoring,1
anchorite,3
anchorites,2
anchors,2
anchovies,4
anchovy,7
anciana,5
anciano,4
ancianos,1
ancien,14
ancienne,20
anciennes,1
anciens,4
ancient,458
anciently,4
ancients,31
ancles,1
ancon,1
ancona,2
ancone,2
anconne,2
ancora,1
and,99403
anda,8
andaba,1
andacht,3
andachtsbild,1
andachtsglut,1
andachtsvoll,1
andad,1
andaechtig,4
andaechtigen,1
andalusia,1
andalusian,3
andamos,1
andan,1
andante,1
andar,1
andarab,1
andarthi,1
anded,10
andemer,1
andenken,11
andenne,3
ander,5
andere,62
anderem,3
anderen,37
anderer,14
anderes,5
anderm,4
andermal,4
andern,177
anderns,1
anders,89
andersen,4
anderson,25
anderswo,6
andes,7
andeus,1
andeuten,1
andeutet,1
andeutungen,1
andichten,1
andilles,1
anding,3
andkerchief,5
andle,1
ando,1
andover,2
andrae,1
andrang,1
andre,124
andrea,4
andreas,27
andreassen,1
andree,1
andrer,42
andres,8
andrew,50
andrewes,1
andrews,37
andro,1
androm,1
andromache,34
andromeda,1
andros,1
andross,1
ands,46
andsome,2
andui,6
anduvieron,2
andy,14
andyetsoyoung,1
ane,10
aneantie,1
aneanties,2
aneantir,1
aneantirait,1
aneantiroit,1
anear,2
aneath,2
anecdote,71
anecdotes,43
anecdotical,2
aneinander,2
anello,1
anemi,2
anemone,2
anemones,3
anent,3
anerbieten,5
anerkannt,1
anerkennen,1
aneroid,1
anerzogene,1
anes,2
aneugh,1
anew,38
aney,1
anfachte,1
anfaellt,2
anfaenglich,1
anfaengt,3
anfall,4
anfang,8
anfange,2
anfangen,13
anfangs,7
anfangsbuchstaben,2
anfangst,1
anfechten,1
anfechtung,1
anfeuchtung,1
anficht,1
anfiele,1
anfiengen,1
anfing,2
anfingen,1
anflehen,1
anflug,1
anfrischen,1
anfuehren,1
anfuehrer,3
anfuehrung,3
anfuellen,1
anfuellte,1
ang,6
angabe,1
ange,13
angeben,1
angebohrne,1
angebohrner,1
angebohrnes,1
angeboten,1
angebrannt,2
angebrochen,1
angebunden,4
angedenken,1
angedenkens,1
angedeyhen,2
angeerbte,1
angefahr,1
angefahren,1
angefallen,4
angefangen,6
angefangne,1
angefeuchtet,1
angefragt,2
angefuehrt,2
angefuellt,3
angegeben,1
angeglotzt,1
angegriffen,2
angehaengt,1
angehalten,1
angehaucht,1
angehoeren,3
angehoert,3
angehoerten,1
angeht,6
angeklagt,2
angeklagten,5
angekleidet,1
angeknoepft,1
angeknuepft,1
angekommen,6
angekommnen,1
angekuendigt,1
angel,166
angelaechelt,1
angelaendet,1
angelangt,3
angele,1
angelegen,3
angelegenheit,2
angelegenheiten,3
angelegentlich,1
angelegt,5
angelehnt,1
angeles,7
angeli,1
angelic,16
angelika,1
angelina,12
angelique,1
angell,1
angeln,4
angelo,55
angelos,2
angels,100
angelus,1
angemerkt,2
angemessen,1
angenehm,8
angenehme,10
angenehmem,1
angenehmen,8
angenehmer,2
angenehmes,2
angenehmste,3
angenehmsten,2
angenommen,2
angenommene,1
angeordnet,3
angepriesen,1
anger,105
angered,5
angeredet,1
angerennt,1
angerichtet,1
angerona,2
angeronalia,1
angerr,1
angerstein,1
anges,4
angeschlagen,3
angeschmiedet,1
angeschwellt,2
angeschwollen,2
angesegelt,1
angesehen,10
angesehener,1
angesehn,2
angesehne,1
angesezt,1
angesicht,19
angesichter,1
angesichts,1
angesiedelt,1
angesprengt,1
angestammte,1
angestarrt,1
angesteckt,1
angestekt,3
angestektes,1
angestrengt,1
angestrichen,1
angestrichnes,1
angetan,6
angethan,2
angetreten,1
angetroffen,2
angewachsen,1
angewandt,3
angewandten,1
angewendet,1
angewiesen,2
angewurzelt,1
angezeigt,2
angezogen,2
angezuendet,3
angi,1
angibt,1
anging,7
anglais,7
anglaises,1
angle,32
angled,1
angleesh,1
angler,17
anglers,3
angles,30
anglesea,6
anglesey,2
anglesheya,1
angleterre,12
angli,2
angliae,1
anglians,1
anglican,7
anglicana,1
